model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
Spectrum VS920,1.0,130.0,1830.0,2,1.5,8.0,1.3,4.0,24,0,1,0,0
Prada 3.0,1.0,210.0,1540.0,2,1.0,8.0,1.3,8.0,24,0,1,0,0
Optimus 4G LTE P935,1.0,220.0,1830.0,2,1.5,8.0,1.3,2.0,24,0,1,0,0
Optimus LTE SU640,1.0,120.0,1830.0,2,1.5,8.0,1.3,4.0,24,0,1,0,0
Optimus LTE LU6200,1.0,140.0,1830.0,2,1.5,8.0,1.3,4.0,24,0,1,0,0
Optimus Q2 LU6500,1.0,120.0,1500.0,2,1.2,5.0,0.6,8.0,24,0,1,0,0
Optimus Sol E730,0.512,110.0,1500.0,1,1.0,5.0,0.6,2.0,24,0,1,0,0
Esteem MS910,0.512,150.0,1500.0,1,1.0,5.0,1.3,8.0,24,0,1,0,0
Optimus Black (White version),0.512,140.0,1500.0,1,1.0,5.0,2.0,2.0,24,0,1,0,0
Optimus Black P970,0.512,110.0,1500.0,1,1.0,5.0,2.0,2.0,24,0,1,0,0
Optimus 2X SU660,0.512,150.0,1500.0,2,1.0,8.0,1.3,8.0,24,0,1,0,0
Optimus 2X,0.512,150.0,1500.0,2,1.0,8.0,1.3,8.0,24,0,1,0,0
GW820 eXpo,0.256,90.0,1500.0,1,1.0,5.0,0.0,512.0,24,2,1,1,0
M5s,3.0,130.0,3000.0,8,1.3,13.0,5.0,32.0,28,0,0,0,2
Pro 6 Plus,4.0,550.0,3400.0,8,2.0,12.0,5.0,128.0,28,0,0,0,2
MX5e,3.0,190.0,3150.0,8,2.0,16.0,5.0,32.0,28,0,0,0,2
Pro 6s,4.0,430.0,3060.0,10,2.5,12.0,5.0,64.0,28,0,0,0,2
Pro 6,4.0,410.0,2560.0,10,2.5,21.0,5.0,64.0,28,0,0,0,0
M1 Metal,2.0,170.0,3140.0,8,2.0,13.0,5.0,32.0,28,0,0,0,2
PRO 5,3.0,390.0,3050.0,8,2.1,21.0,5.0,32.0,28,0,0,0,2
MX5,3.0,210.0,3150.0,8,2.2,20.7,5.0,64.0,28,0,0,0,2
M1,1.0,100.0,2500.0,4,1.5,13.0,5.0,8.0,28,0,0,0,0
MX3,2.0,370.0,2400.0,8,1.6,8.0,2.0,128.0,28,0,0,1,0
MX2,2.0,310.0,1800.0,4,1.6,8.0,1.2,64.0,28,0,0,0,0
MX 4-core,1.0,310.0,1700.0,4,1.4,8.0,0.6,64.0,28,0,0,1,0
MX,1.0,270.0,1600.0,2,1.4,8.0,0.6,16.0,28,0,0,0,0
Canvas Evok Note E453,3.0,140.0,4000.0,8,1.3,13.0,5.0,32.0,29,0,0,1,2
Dual 5,4.0,360.0,3200.0,8,1.8,13.0,13.0,128.0,29,0,0,0,2
Vdeo 4,1.0,90.0,4000.0,4,1.1,8.0,2.0,8.0,29,0,0,0,2
Canvas Amaze 2 E457,2.0,100.0,2500.0,8,1.4,13.0,5.0,16.0,29,0,1,1,0
Canvas 6 Pro E484,4.0,180.0,3000.0,8,2.0,13.0,5.0,16.0,29,0,0,0,2
Canvas Mega 4G Q417,3.0,150.0,2500.0,4,1.3,13.0,5.0,16.0,29,0,1,0,0
Canvas Fire 4G Plus Q412,1.0,90.0,2000.0,4,1.0,8.0,5.0,8.0,29,0,0,0,0
Canvas Nitro 3 E352,2.0,120.0,2500.0,8,1.4,13.0,5.0,16.0,29,0,1,0,0
Canvas 5 E481,3.0,170.0,2900.0,8,1.3,13.0,5.0,16.0,29,0,0,0,2
Canvas Xpress 2 E313,1.0,90.0,2500.0,8,1.4,13.0,2.0,8.0,29,0,1,0,0
Canvas Selfie Lens Q345,1.0,120.0,2800.0,4,1.3,8.0,5.0,8.0,29,0,0,0,2
Canvas Sliver 5 Q450,2.0,250.0,2000.0,4,1.2,8.0,5.0,16.0,29,0,0,1,0
Canvas Knight 2 E471,2.0,230.0,2260.0,8,1.5,13.0,5.0,16.0,29,0,0,0,0
Canvas A1 AQ4502,1.0,90.0,1700.0,4,1.3,5.0,2.0,8.0,29,0,1,0,0
Q391 Canvas Doodle 4,1.0,140.0,3000.0,4,1.3,8.0,2.0,8.0,29,0,0,0,2
Canvas Nitro 2 E311,2.0,150.0,2400.0,8,1.4,13.0,5.0,16.0,29,0,0,0,0
Q372 Unite 3,1.0,110.0,2000.0,4,1.3,8.0,2.0,8.0,29,0,1,0,0
Canvas Play Q355,1.0,110.0,2820.0,4,1.3,5.0,0.6,8.0,29,0,1,0,2
Canvas Spark Q380,1.0,70.0,2000.0,4,1.3,8.0,2.0,8.0,29,0,0,0,0
Canvas Juice 2 AQ5001,2.0,130.0,3000.0,4,1.3,8.0,2.0,8.0,29,0,0,0,2
Bolt A82,0.512,80.0,1800.0,2,1.3,5.0,0.6,4.0,29,0,1,0,0
Canvas Pep Q371,1.0,90.0,1700.0,4,1.3,5.0,0.6,8.0,29,0,1,0,0
Bolt A067,0.512,60.0,1300.0,2,1.3,2.0,0.6,4.0,29,0,1,0,0
Canvas Fire 4 A107,1.0,100.0,2000.0,4,1.3,8.0,2.0,8.0,29,0,0,0,0
Canvas Tab P470,1.0,90.0,3200.0,2,1.3,5.0,0.6,8.0,29,0,0,0,2
Canvas Selfie A255,2.0,240.0,2300.0,8,1.7,13.0,13.0,16.0,29,0,0,0,0
Canvas Hue,1.0,150.0,3000.0,4,1.3,8.0,2.0,8.0,29,0,1,0,2
A99 Canvas Xpress,1.0,110.0,1950.0,4,1.3,5.0,0.6,8.0,29,0,1,0,0
A290 Canvas Knight Cameo,1.0,150.0,2000.0,8,1.4,8.0,5.0,8.0,29,0,0,0,0
Canvas A1,1.0,80.0,1700.0,4,1.3,5.0,2.0,4.0,29,0,1,0,0
A310 Canvas Nitro,2.0,170.0,2500.0,8,1.7,13.0,5.0,8.0,29,0,1,0,0
A092 Unite,1.0,70.0,1500.0,4,1.2,5.0,0.6,8.0,29,0,1,0,0
A65 Bolt,0.512,70.0,2000.0,2,1.3,2.0,0.6,4.0,29,0,1,0,0
A108 Canvas L,1.0,140.0,2350.0,4,1.3,8.0,2.0,8.0,29,0,1,0,0
A190 Canvas HD Plus,1.0,170.0,2000.0,6,1.5,8.0,2.0,8.0,29,0,1,0,0
A300 Canvas Gold,2.0,300.0,2300.0,8,2.0,16.0,5.0,32.0,29,0,0,1,0
Canvas Win W121,1.0,120.0,2000.0,4,1.2,8.0,2.0,8.0,29,2,1,0,0
Canvas Win W092,1.0,80.0,1500.0,4,1.2,5.0,0.6,8.0,29,2,1,0,0
A089 Bolt,0.512,60.0,2100.0,2,1.3,2.0,0.6,4.0,29,0,1,0,0
A106 Unite 2,1.0,90.0,2000.0,4,1.3,5.0,2.0,8.0,29,0,1,0,0
A105 Canvas Entice,0.512,90.0,1900.0,4,1.2,5.0,0.6,4.0,29,0,1,0,0
A121 Canvas Elanza 2,1.0,120.0,2000.0,4,1.2,8.0,2.0,4.0,29,0,1,0,0
A120 Canvas 2 Colors,1.0,110.0,2000.0,4,1.3,8.0,2.0,4.0,29,0,1,0,0
A102 Canvas Doodle 3,1.0,100.0,2500.0,2,1.3,5.0,0.6,8.0,29,0,1,0,0
A114R Canvas Beat,1.0,190.0,1900.0,4,1.2,8.0,2.0,4.0,29,0,1,0,0
A350 Canvas Knight,2.0,240.0,2350.0,8,1.7,16.0,8.0,32.0,29,0,0,0,0
Canvas Turbo Mini,1.0,170.0,1800.0,4,1.3,8.0,5.0,4.0,29,0,0,0,0
A114 Canvas 2.2,1.0,150.0,2000.0,4,1.3,8.0,2.0,4.0,29,0,1,0,0
A77 Canvas Juice,1.0,90.0,3000.0,2,1.3,5.0,0.6,4.0,29,0,1,0,2
A117 Canvas Magnus,1.0,180.0,2000.0,4,1.5,12.0,2.0,4.0,29,0,1,0,0
Canvas Turbo,2.0,240.0,2000.0,4,1.5,13.0,5.0,16.0,29,0,0,0,0
Canvas Tab P650,1.0,170.0,4800.0,4,1.2,5.0,2.0,16.0,29,0,0,0,2
A76,0.512,100.0,2000.0,2,1.2,5.0,0.6,4.0,29,0,1,0,0
A74 Canvas Fun,0.512,90.0,1500.0,2,1.3,5.0,0.6,4.0,29,0,1,0,0
A63 Canvas Fun,0.512,60.0,1500.0,2,1.3,2.0,0.6,4.0,29,0,1,0,0
A240 Canvas Doodle 2,1.0,230.0,2600.0,4,1.2,12.0,5.0,16.0,29,0,1,0,0
Canvas 4 A210,1.0,230.0,2000.0,4,1.2,13.0,5.0,16.0,29,0,1,0,0
A110Q Canvas 2 Plus,1.0,180.0,2000.0,4,1.2,8.0,2.0,4.0,29,0,1,0,0
A111 Canvas Doodle,0.512,190.0,2100.0,4,1.2,8.0,2.0,4.0,29,0,1,0,0
A115 Canvas 3D,0.512,150.0,2000.0,2,1.2,5.0,0.6,4.0,29,0,1,0,0
A116 Canvas HD,1.0,230.0,2000.0,4,1.2,8.0,2.0,4.0,29,0,1,0,0
A110 Canvas 2,0.512,160.0,2000.0,2,1.0,8.0,0.6,4.0,29,0,1,0,0
A89 Ninja,0.512,90.0,1450.0,2,1.0,3.15,0.0,2.0,29,0,1,0,0
Funbook Infinity P275,0.512,70.0,4000.0,1,1.2,2.0,0.6,4.0,29,0,0,0,2
Funbook Alfa P250,0.512,90.0,2800.0,1,1.0,0.6,0.0,4.0,29,0,0,0,2
Funbook Pro,1.0,170.0,5600.0,1,1.2,0.6,0.0,8.0,29,0,0,0,1
A100,0.512,160.0,2000.0,1,1.0,5.0,0.6,4.0,29,0,1,0,0
A90s,0.512,190.0,1600.0,2,1.0,8.0,0.6,4.0,29,0,1,0,0
A90,0.512,200.0,1600.0,1,1.0,8.0,0.6,4.0,29,0,1,0,0
A85,0.512,270.0,1500.0,2,1.0,5.0,0.6,8.0,29,0,1,0,0
Lumia 650,1.0,150.0,2000.0,4,1.3,8.0,5.0,16.0,30,2,1,0,0
Lumia 950 XL Dual SIM,3.0,350.0,3340.0,8,1.5,20.0,5.0,32.0,30,2,1,0,2
Lumia 950 XL,3.0,350.0,3340.0,8,1.5,20.0,5.0,32.0,30,2,1,0,2
Lumia 950 Dual SIM,3.0,280.0,3000.0,6,1.4,20.0,5.0,32.0,30,2,1,0,2
Lumia 950,3.0,280.0,3000.0,6,1.4,20.0,5.0,32.0,30,2,1,0,2
Lumia 550,1.0,90.0,2100.0,4,1.1,5.0,2.0,8.0,30,2,1,0,0
Lumia 540 Dual SIM,1.0,100.0,2200.0,4,1.2,8.0,5.0,8.0,30,2,1,0,0
Lumia 430 Dual SIM,1.0,70.0,1500.0,2,1.2,2.0,0.6,8.0,30,2,1,0,0
Lumia 640 XL LTE Dual SIM,1.0,200.0,3000.0,4,1.2,13.0,5.0,8.0,30,2,1,0,2
Lumia 640 XL LTE,1.0,200.0,3000.0,4,1.2,13.0,5.0,8.0,30,2,1,0,2
Lumia 640 XL Dual SIM,1.0,170.0,3000.0,4,1.2,13.0,5.0,8.0,30,2,1,0,2
Lumia 640 XL,1.0,170.0,3000.0,4,1.2,13.0,5.0,8.0,30,2,1,0,2
Lumia 640 LTE Dual SIM,1.0,150.0,2500.0,4,1.2,8.0,1.0,8.0,30,2,1,0,0
Lumia 640 LTE,1.0,120.0,2500.0,4,1.2,8.0,1.0,8.0,30,2,1,0,0
Lumia 640 Dual SIM,1.0,170.0,2500.0,4,1.2,8.0,1.0,8.0,30,2,1,0,0
Lumia 532 Dual SIM,1.0,90.0,1560.0,4,1.2,5.0,0.6,8.0,30,2,1,0,0
Lumia 532,1.0,90.0,1560.0,4,1.2,5.0,0.6,8.0,30,2,1,0,0
Lumia 435 Dual SIM,1.0,70.0,1560.0,2,1.2,2.0,0.6,8.0,30,2,1,0,0
Lumia 435,1.0,70.0,1560.0,2,1.2,2.0,0.6,8.0,30,2,1,0,0
Lumia 535 Dual SIM,1.0,80.0,1905.0,4,1.2,5.0,5.0,8.0,30,2,1,0,0
Lumia 535,1.0,80.0,1905.0,4,1.2,5.0,5.0,8.0,30,2,1,0,0
Moto E4 Plus,3.0,190.0,5000.0,4,1.3,13.0,5.0,16.0,31,0,0,0,2
Moto E4 Plus (USA),2.0,180.0,5000.0,4,1.4,13.0,5.0,32.0,31,0,0,0,2
Moto E4,2.0,150.0,2800.0,4,1.3,8.0,5.0,16.0,31,0,1,0,2
Moto E4 (USA),2.0,130.0,2800.0,4,1.4,8.0,5.0,16.0,31,0,1,0,2
Moto E3 Power,2.0,130.0,3500.0,4,1.0,8.0,5.0,16.0,31,0,1,0,2
Moto Z Play,3.0,350.0,3510.0,8,2.0,16.0,5.0,32.0,31,0,0,0,2
Moto E3,1.0,120.0,2800.0,4,1.0,8.0,5.0,8.0,31,0,1,0,2
Moto Z Force,4.0,720.0,3500.0,4,2.15,21.0,5.0,64.0,31,0,0,0,2
Moto Z,4.0,540.0,2600.0,4,2.15,13.0,5.0,64.0,31,0,0,0,0
Moto G4,2.0,190.0,3000.0,8,1.5,13.0,5.0,32.0,31,0,0,0,2
Moto G Turbo Edition,2.0,280.0,2470.0,8,1.5,13.0,5.0,16.0,31,0,0,0,0
Moto X Force,3.0,330.0,3760.0,8,1.5,21.0,5.0,64.0,31,0,0,0,2
Droid Turbo 2,3.0,390.0,3760.0,8,1.5,21.0,5.0,64.0,31,0,0,0,2
Moto G Dual SIM (3rd gen),1.0,170.0,2470.0,4,1.4,13.0,5.0,8.0,31,0,0,0,0
Moto G (3rd gen),1.0,170.0,2470.0,4,1.4,13.0,5.0,8.0,31,0,0,0,0
Moto E Dual SIM (2nd gen),1.0,100.0,2390.0,4,1.2,5.0,0.6,8.0,31,0,0,0,0
Moto E (2nd gen),1.0,130.0,2390.0,4,1.2,5.0,0.6,8.0,31,0,0,0,0
Moto G 4G (2nd gen),1.0,210.0,2390.0,4,1.2,8.0,2.0,8.0,31,0,0,0,0
Moto G 4G Dual SIM (2nd gen),1.0,240.0,2390.0,4,1.2,8.0,2.0,16.0,31,0,0,0,0
Moto Maxx,3.0,300.0,3900.0,4,2.7,21.0,2.0,64.0,31,0,0,1,2
DROID Turbo,3.0,290.0,3900.0,4,2.7,21.0,2.0,64.0,31,0,0,1,2
Nexus 6,3.0,420.0,3220.0,4,2.7,13.0,2.0,64.0,31,0,0,1,2
Moto G Dual SIM (2nd gen),1.0,200.0,2070.0,4,1.2,8.0,2.0,16.0,31,0,0,0,0
Moto G (2nd gen),1.0,160.0,2070.0,4,1.2,8.0,2.0,8.0,31,0,0,0,0
Moto G 4G,1.0,160.0,2070.0,4,1.2,5.0,1.3,8.0,31,0,0,0,0
Luge,1.0,240.0,2000.0,2,1.5,8.0,0.6,8.0,31,0,0,0,0
Moto E,1.0,100.0,1980.0,2,1.2,5.0,0.0,4.0,31,0,0,0,0
Moto E Dual SIM,1.0,90.0,1980.0,2,1.2,5.0,0.0,4.0,31,0,0,0,0
Moto G Dual SIM,1.0,140.0,2070.0,4,1.2,5.0,1.3,16.0,31,0,0,0,0
Moto G,1.0,130.0,2070.0,4,1.2,5.0,1.3,16.0,31,0,0,0,0
Moto X,2.0,250.0,2200.0,2,1.7,10.0,2.0,64.0,31,0,0,0,0
DROID Ultra,2.0,250.0,2130.0,2,1.7,10.0,2.0,16.0,31,0,0,0,0
DROID Maxx,2.0,220.0,3500.0,2,1.7,10.0,2.0,32.0,31,0,1,0,2
DROID Mini,2.0,180.0,2000.0,2,1.7,10.0,2.0,16.0,31,0,0,0,0
RAZR D3 XT919,1.0,230.0,2000.0,2,1.2,8.0,1.2,4.0,31,0,0,0,0
RAZR D1,1.0,150.0,1785.0,1,1.0,5.0,0.0,4.0,31,0,1,0,0
RAZR i XT890,1.0,180.0,2000.0,1,2.0,8.0,0.6,8.0,31,0,0,0,0
DROID RAZR MAXX HD,1.0,270.0,3300.0,2,1.5,8.0,1.3,32.0,31,0,0,0,2
DROID RAZR HD,1.0,250.0,2530.0,2,1.5,8.0,1.3,16.0,31,0,0,1,0
DROID RAZR M,1.0,250.0,2000.0,2,1.5,8.0,0.6,8.0,31,0,0,0,0
RAZR M XT905,1.0,250.0,2000.0,2,1.5,8.0,0.6,8.0,31,0,0,0,0
Electrify 2 XT881,1.0,260.0,1780.0,2,1.2,8.0,0.6,8.0,31,0,0,0,0
ATRIX HD MB886,1.0,220.0,1780.0,2,1.5,8.0,1.3,8.0,31,0,0,0,0
ATRIX TV XT682,0.512,230.0,1700.0,1,1.0,8.0,0.6,1.0,31,0,1,0,0
RAZR V XT885,1.0,210.0,1750.0,2,1.2,8.0,0.6,4.0,31,0,0,0,0
RAZR V XT889,1.0,210.0,1780.0,2,1.2,8.0,0.6,4.0,31,0,0,0,0
RAZR MAXX,1.0,230.0,3300.0,2,1.2,8.0,1.3,16.0,31,0,0,0,2
DEFY XT535,0.512,130.0,1650.0,1,1.0,5.0,0.6,1.0,31,0,1,0,0
DROID 4 XT894,1.0,260.0,1785.0,2,1.2,8.0,1.3,16.0,31,0,0,0,0
DROID RAZR MAXX,1.0,260.0,3300.0,2,1.2,8.0,1.3,8.0,31,0,0,0,2
Motoluxe,0.512,180.0,1400.0,1,0.8,8.0,0.6,1.0,31,0,1,0,0
DROID XYBOARD 8.2 MZ609 ,1.0,290.0,3960.0,2,1.2,5.0,1.3,32.0,31,0,0,0,2
DROID XYBOARD 10.1 MZ617,1.0,260.0,7000.0,2,1.2,5.0,1.3,64.0,31,0,0,0,1
MOTO XT615,0.512,120.0,1390.0,1,0.8,8.0,0.6,1.0,31,0,1,0,0
XOOM 2 Media Edition 3G MZ608,1.0,210.0,3960.0,2,1.2,5.0,1.3,16.0,31,0,0,0,2
XOOM 2 Media Edition MZ607,1.0,210.0,3960.0,2,1.2,5.0,1.3,32.0,31,0,0,0,2
XOOM 2 3G MZ616,1.0,210.0,7000.0,2,1.2,5.0,1.3,32.0,31,0,0,0,1
XOOM 2 MZ615,1.0,210.0,7000.0,2,1.2,5.0,1.3,32.0,31,0,0,0,1
RAZR XT910,1.0,220.0,1780.0,2,1.2,8.0,1.3,16.0,31,0,0,0,0
DROID RAZR XT912,1.0,220.0,1780.0,2,1.2,8.0,2.0,16.0,31,0,0,0,0
Admiral XT603,0.512,160.0,1860.0,1,1.2,5.0,0.0,4.0,31,0,1,0,0
DEFY+,0.512,170.0,1700.0,1,1.0,5.0,0.0,2.0,31,0,1,1,0
MILESTONE 3 XT860,0.512,180.0,1540.0,2,1.0,8.0,0.6,8.0,31,0,1,0,0
DROID 3,0.512,200.0,1540.0,2,0.0,8.0,0.6,16.0,31,0,1,0,0
Triumph,0.512,210.0,1400.0,1,1.0,5.0,0.6,2.0,31,0,1,0,0
Photon 4G MB855,1.0,270.0,1700.0,2,1.0,8.0,0.6,16.0,31,0,1,0,0
MOTO MT870,0.512,180.0,1880.0,2,1.0,8.0,0.6,4.0,31,0,1,0,0
Milestone XT883,0.512,230.0,1500.0,2,1.0,8.0,0.6,16.0,31,0,1,0,0
MOTO XT882,0.512,230.0,1880.0,2,1.0,8.0,0.6,8.0,31,0,1,0,0
ATRIX,1.0,170.0,1930.0,2,1.0,5.0,0.6,16.0,31,0,1,1,0
ATRIX 4G,1.0,190.0,1930.0,2,1.0,5.0,0.6,16.0,31,0,1,1,0
DROID BIONIC XT875,0.512,210.0,1735.0,2,1.0,8.0,0.6,16.0,31,0,1,0,0
DROID X ME811,0.512,150.0,1540.0,1,1.2,8.0,0.0,1.0,31,0,1,1,0
DROID BIONIC XT865,0.512,250.0,1930.0,2,1.0,8.0,0.6,16.0,31,0,1,0,0
MOTO ME525,0.512,150.0,1500.0,1,0.8,5.0,0.0,2.0,31,0,1,0,0
MILESTONE 2 ME722,0.512,110.0,1390.0,1,1.0,5.0,0.0,8.0,31,0,1,1,0
DROID 2 Global,0.512,200.0,1420.0,1,1.2,5.0,0.0,8.0,31,0,1,1,0
DROID PRO XT610,0.512,110.0,1420.0,1,1.0,5.0,0.0,2.0,31,0,1,0,0
BRAVO MB520,0.512,150.0,1540.0,1,0.8,3.15,0.0,2.0,31,0,1,0,0
DEFY,0.512,110.0,1540.0,1,0.8,5.0,0.0,2.0,31,0,1,1,0
MILESTONE 2,0.512,170.0,1400.0,1,1.0,5.0,0.0,8.0,31,0,1,1,0
DROID X2,0.512,230.0,1540.0,2,1.0,8.0,0.0,8.0,31,0,1,0,0
DROID X,0.512,150.0,1540.0,1,1.0,8.0,0.0,6.5,31,0,1,1,0
DEXT MB220,0.256,130.0,1420.0,1,0.528,5.0,0.0,1.0,31,0,1,0,0
Terrain,1.0,330.0,1900.0,2,1.5,5.0,0.6,8.0,32,0,1,0,0
3,2.0,160.0,2630.0,4,1.4,8.0,8.0,16.0,33,0,0,0,0
5,2.0,200.0,3000.0,8,1.4,13.0,8.0,16.0,33,0,0,0,2
Lumia 638,1.0,100.0,1830.0,4,1.2,5.0,0.0,8.0,33,2,1,0,0
N1,2.0,320.0,5300.0,4,2.3,8.0,5.0,32.0,33,0,0,0,2
Lumia 730 Dual SIM,1.0,170.0,2200.0,4,1.2,6.7,5.0,8.0,33,2,1,0,0
Lumia 735,1.0,220.0,2200.0,4,1.2,6.7,5.0,8.0,33,2,1,0,0
Lumia 830,1.0,330.0,2200.0,4,1.2,10.0,0.9,16.0,33,2,1,0,0
Lumia 530 Dual SIM,0.512,100.0,1430.0,4,1.2,5.0,0.0,4.0,33,2,1,0,0
Lumia 530,0.512,100.0,1430.0,4,1.2,5.0,0.0,4.0,33,2,1,0,0
X2 Dual SIM,1.0,90.0,1800.0,2,1.2,5.0,0.6,4.0,33,0,1,0,0
Lumia 930,2.0,370.0,2420.0,4,2.2,20.0,1.2,32.0,33,2,0,0,0
Lumia 630 Dual SIM,0.512,140.0,1830.0,4,1.2,5.0,0.0,8.0,33,2,1,0,0
Lumia 630,0.512,110.0,1830.0,4,1.2,5.0,0.0,8.0,33,2,1,0,0
XL,0.768,100.0,2000.0,2,1.0,5.0,2.0,4.0,33,0,1,0,0
X+,0.768,120.0,1500.0,2,1.0,3.15,0.0,4.0,33,0,1,0,0
X,0.512,100.0,1500.0,2,1.0,3.15,0.0,4.0,33,0,1,0,0
Lumia Icon,2.0,400.0,2420.0,4,2.2,20.0,1.2,32.0,33,2,0,0,0
Lumia 525,1.0,120.0,1430.0,2,1.0,5.0,0.0,8.0,33,2,1,0,0
Lumia 1520,2.0,350.0,3400.0,4,2.2,20.0,1.2,32.0,33,2,0,0,2
Lumia 1320,1.0,210.0,3400.0,2,1.7,5.0,0.6,8.0,33,2,0,0,2
Lumia 625,0.512,160.0,2000.0,2,1.2,5.0,0.6,8.0,33,2,0,0,0
Lumia 928,1.0,380.0,2000.0,2,1.5,8.0,1.3,32.0,33,2,0,0,0
Lumia 720,0.512,200.0,2000.0,2,1.0,6.7,1.3,8.0,33,2,0,0,0
Lumia 520,0.512,70.0,1430.0,2,1.0,5.0,0.0,8.0,33,2,1,0,0
Lumia 505,0.256,140.0,1300.0,1,0.8,8.0,0.0,4.0,33,2,1,0,0
Lumia 620,0.512,120.0,1300.0,2,1.0,5.0,0.6,8.0,33,2,1,0,0
Lumia 822,1.0,320.0,1800.0,2,1.5,8.0,1.2,16.0,33,2,1,0,0
Lumia 510,0.256,110.0,1300.0,1,0.8,5.0,0.0,4.0,33,2,1,0,0
Lumia 810,1.0,250.0,1800.0,2,1.5,8.0,1.2,8.0,33,2,1,0,0
Lumia 920,1.0,210.0,2000.0,2,1.5,8.0,1.3,32.0,33,2,0,0,0
Lumia 820,1.0,170.0,1650.0,2,1.5,8.0,0.6,8.0,33,2,1,0,0
Lumia 610 NFC,0.256,110.0,1300.0,1,0.8,5.0,0.0,8.0,33,2,1,0,0
800c,0.512,170.0,1450.0,1,1.4,8.0,0.0,16.0,33,2,1,0,0
Lumia 610,0.256,90.0,1300.0,1,0.8,5.0,0.0,8.0,33,2,1,0,0
Lumia 900,0.512,160.0,1830.0,1,1.4,8.0,1.0,16.0,33,2,0,0,0
Lumia 900 AT&T,0.512,160.0,1830.0,1,1.4,8.0,1.3,16.0,33,2,0,0,0
Lumia 800,0.512,140.0,1450.0,1,1.4,8.0,0.0,16.0,33,2,0,0,0
Lumia 710 T-Mobile,0.512,130.0,1300.0,1,1.4,5.0,0.0,8.0,33,2,1,0,0
Lumia 710,0.512,100.0,1300.0,1,1.4,5.0,0.0,8.0,33,2,1,0,0
Shield K1,2.0,200.0,5200.0,4,2.2,5.0,5.0,16.0,34,0,0,0,2
3T,6.0,440.0,3400.0,4,2.35,16.0,16.0,128.0,35,0,0,0,2
3,6.0,400.0,3000.0,4,2.15,16.0,8.0,64.0,35,0,0,0,2
X,3.0,270.0,2525.0,4,2.3,13.0,8.0,16.0,35,0,0,1,0
2,3.0,300.0,3300.0,8,1.56,13.0,5.0,16.0,35,0,0,1,2
One,3.0,250.0,3100.0,4,2.5,13.0,5.0,64.0,35,0,0,1,2
R11 Plus,6.0,500.0,4000.0,8,2.2,20.0,20.0,64.0,36,0,0,1,2
R11,4.0,400.0,3000.0,8,2.2,20.0,20.0,64.0,36,0,0,1,2
A77,4.0,330.0,3200.0,8,1.5,13.0,16.0,64.0,36,0,0,0,2
A57,3.0,260.0,2900.0,8,1.4,13.0,16.0,32.0,36,0,0,0,2
R9s Plus,6.0,570.0,4000.0,8,1.95,16.0,16.0,64.0,36,0,0,1,2
R9s,4.0,450.0,3010.0,8,2.0,16.0,16.0,64.0,36,0,0,1,2
A37,2.0,220.0,2630.0,4,1.2,8.0,5.0,16.0,36,0,0,0,0
A59,3.0,290.0,3075.0,8,1.5,13.0,8.0,32.0,36,0,0,0,2
R9 Plus,4.0,550.0,4120.0,8,1.8,16.0,16.0,128.0,36,0,0,1,2
F1 Plus,4.0,350.0,2850.0,8,2.0,13.0,16.0,64.0,36,0,0,1,2
F1,3.0,230.0,2500.0,8,1.7,13.0,8.0,16.0,36,0,0,1,0
A33,2.0,240.0,2400.0,4,1.2,8.0,5.0,16.0,36,0,0,1,0
Neo 7,1.0,140.0,2420.0,4,1.3,8.0,5.0,16.0,36,0,0,1,0
R7s,4.0,260.0,3070.0,8,1.5,13.0,8.0,32.0,36,0,0,1,2
R7 lite,2.0,250.0,2320.0,8,1.5,13.0,8.0,16.0,36,0,0,1,0
R5s,3.0,200.0,2000.0,8,1.7,13.0,5.0,32.0,36,0,0,1,0
Mirror 5,2.0,220.0,2420.0,4,1.2,8.0,5.0,16.0,36,0,0,1,0
Joy 3,1.0,130.0,2000.0,4,1.3,5.0,2.0,4.0,36,0,1,1,0
R7 Plus,3.0,430.0,4100.0,8,1.5,13.0,8.0,32.0,36,0,0,1,2
R7,3.0,360.0,2320.0,8,1.5,13.0,8.0,16.0,36,0,0,1,0
Neo 5 (2015),1.0,70.0,2000.0,4,1.3,8.0,2.0,16.0,36,0,0,1,0
Neo 5s,1.0,160.0,2000.0,4,1.2,8.0,2.0,8.0,36,0,0,1,0
Joy Plus,1.0,100.0,1700.0,2,1.3,3.15,0.6,4.0,36,0,1,0,0
Mirror 3,1.0,270.0,2000.0,4,1.2,8.0,5.0,8.0,36,0,1,1,0
A31,1.0,150.0,2000.0,4,1.2,8.0,5.0,8.0,36,0,0,0,0
R1x,2.0,340.0,2420.0,8,1.7,13.0,5.0,16.0,36,0,0,1,0
R5,2.0,400.0,2000.0,8,1.7,13.0,5.0,16.0,36,0,0,1,0
N3,2.0,550.0,3000.0,4,2.3,16.0,16.0,32.0,36,0,0,1,2
R1S,1.0,290.0,2410.0,4,1.6,13.0,5.0,16.0,36,0,0,0,0
Neo 3,1.0,130.0,1900.0,2,1.3,5.0,2.0,4.0,36,0,1,0,0
Find 5 Mini,1.0,240.0,2000.0,4,1.3,8.0,2.0,4.0,36,0,1,1,0
